No. segment,WL,MWL,IEMG,Variance,Skewness,Kurtosis,DASDV
1,0.413333333333333,0.8,51.1911111111111,0.00247238152007367,0.377784119275367,2.41987939285357,0.00226209964649839
1,0.488888888888889,0.928888888888889,75.1022222222222,0.00826232844626324,0.799575735979774,2.37063396243546,0.00246017839456247
1,0.466666666666667,0.884444444444445,103.657777777778,0.0151652274455411,0.20795968364382,1.50177245970786,0.00240361500844903
1,0.626666666666667,0.831111111111113,143.973333333333,0.0268616609924688,0.193204389613325,2.36366079908069,0.00278535024786854
1,0.782222222222222,0.640000000000005,182.52,0.0170898297740638,0.333309455874438,2.20653380729185,0.00311190687086153
1,0.688888888888889,0.471111111111116,198.902222222222,0.00864159183221186,0.771650844434389,2.83538617869001,0.00292035808611665
1,0.635555555555556,0.360000000000005,209.342222222222,0.00510513597059351,1.28214524530153,3.5742948578652,0.00280503494683998
1,0.528888888888889,0.533333333333336,197.604444444444,0.00471300923537796,1.36094436433403,5.29422052148168,0.00255884357800295
1,0.444444444444444,0.795555555555556,184.146666666667,0.00253070463220881,-0.803390111429619,3.04096140482799,0.0023456880620856
1,0.582222222222222,1.05777777777778,175.697777777778,0.00356354238071766,-0.136042080253904,2.08389684885289,0.00268476269991228
1,0.648888888888889,1.2,158.586666666667,0.0030632745280099,-0.214384600240276,2.01567874399908,0.00283430566938922
1,0.511111111111111,0.924444444444445,144.373333333333,0.0042046232676502,0.305674206679385,1.7828938345089,0.00251547020600573
1,0.346666666666667,0.688888888888889,132.453333333333,0.002657428384745,0.957803125521315,2.51554293679194,0.002071655603134
1,0.235555555555556,0.462222222222222,121.826666666667,0.000847554592661372,1.80822558351034,6.0326354771141,0.00170768668579566
1,0.235555555555556,0.471111111111111,113.337777777778,0.000643616661126204,-1.40566633648732,3.91873440311233,0.00170768668579566
1,0.275555555555556,0.551111111111111,110.502222222222,0.000736395642521713,-0.608193607418744,2.26808743794304,0.00184699662708375
1,0.293333333333333,0.582222222222222,107.635555555556,0.00058837358765967,-0.279859474748942,2.2948500436034,0.00190564599016795
1,0.262222222222222,0.524444444444444,102.502222222222,0.000573088788778462,0.384170320530949,1.96817182452559,0.00180175718839149
1,0.208888888888889,0.417777777777778,103.693333333333,0.000493649712851198,0.292135518744746,1.83580892933758,0.00160812271539429
1,0.213333333333333,0.426666666666666,104.133333333333,0.000511792014856081,0.269847591456642,1.84616243686144,0.00162514036089601
1,0.244444444444444,0.488888888888889,105.262222222222,0.000755016640492757,0.763431569553761,2.94596646623763,0.00173960882572376
1,0.306666666666667,0.613333333333333,112.711111111111,0.000957660931332653,0.611090189580022,2.47483308740298,0.00194847484314823
1,0.324444444444444,0.648888888888889,114.128888888889,0.000851179965687342,0.495873069966807,2.52867239165223,0.0020041567587806
1,0.431111111111111,0.862222222222222,112.817777777778,0.00135498225141473,-0.229442958070849,2.56053157010582,0.00231023481708517
1,0.382222222222222,0.76,114.502222222222,0.00122428037033216,-0.682646778494024,3.21396270434034,0.00217530161972205
1,0.333333333333333,0.662222222222222,111.284444444444,0.000834636526550278,-1.06097129260427,3.47232477232721,0.00203142545112002
1,0.28,0.555555555555556,113.635555555556,0.00090180940044553,-1.31654385084939,3.96663400325764,0.00186183217968346
1,0.191111111111111,0.382222222222222,114.004444444444,0.000570253294664726,-0.887964062682106,3.0670425936921,0.00153817052643154
1,0.208888888888889,0.413333333333334,106.368888888889,0.00127167310506628,-0.253665538732733,1.63248665315233,0.00160812271539429
1,0.32,0.635555555555556,109.764444444444,0.00209625900325168,0.0266016633103561,1.70899217957976,0.00199038232229887
1,0.342222222222222,0.68,108.155555555556,0.00192318014909576,0.277850921111144,2.04027905578504,0.0020583329208732
1,0.288888888888889,0.577777777777778,109.644444444444,0.00175531330360589,0.0887949327630805,2.28491640358734,0.0018911541753641
1,0.275555555555556,0.546666666666667,115.053333333333,0.000699555005330307,1.19571233957507,3.46147072425505,0.00184699662708375
1,0.182222222222222,0.36,112.52,0.000185149420544035,0.960342736311183,3.36396907540203,0.00150197320837972
1,0.164444444444445,0.328888888888889,112.986666666667,0.000161606657725506,0.334227655799812,1.85538956789828,0.00142682634518221
1,0.164444444444445,0.328888888888889,114.586666666667,0.00012705251212215,-0.271928272277563,2.01850469022568,0.00142682634518221
1,0.231111111111111,0.462222222222223,113.066666666667,0.000359187042195399,-1.22398166146265,3.69006587009804,0.00169149971681868
1,0.271111111111111,0.542222222222222,113.786666666667,0.000411078785377764,-1.04749438926019,3.58894400129137,0.00183204094266822
1,0.266666666666667,0.533333333333333,112.248888888889,0.000378515843812449,-0.659603936184884,3.31866955711541,0.00181696215997101
1,0.293333333333333,0.586666666666667,114.444444444444,0.000635825013086955,-0.276361680072641,2.34311847106278,0.00190564599016795
1,0.217777777777778,0.431111111111111,117.911111111111,0.000294611995674618,0.0204584087800016,1.96713683488466,0.00164198164345992
1,0.124444444444445,0.244444444444445,117.084444444444,0.000255999021821781,0.464098948337237,2.34772491819974,0.00124122145312231
1,0.124444444444444,0.248888888888889,119.284444444444,0.00019560492298757,0.583527742876347,1.96971268467875,0.00124122145312231
1,0.177777777777778,0.355555555555556,117.844444444444,0.000294678481225474,0.576124288514586,3.2559997708926,0.00148354339129139
1,0.177777777777778,0.355555555555556,116.857777777778,0.000312006908383675,0.81361711516513,3.46897096371105,0.00148354339129139
1,0.177777777777778,0.355555555555556,117.115555555556,0.000303339026636252,0.740539138495919,3.52955744712842,0.00148354339129139
1,0.155555555555556,0.306666666666667,116.728888888889,0.000246901964380558,0.805573936289048,4.73039586512479,0.00138772777215627
1,0.0844444444444444,0.168888888888889,116.2,5.26221671996973e-05,-0.700597929648861,4.59825412642347,0.00102246172157009
1,0.213333333333333,0.426666666666667,112.866666666667,0.000829925375700678,-2.01307692548784,5.92022393300686,0.00162514036089601
1,0.302222222222222,0.604444444444444,111.955555555555,0.00101757129046926,-1.44644598279776,3.85342637414586,0.00193430392894586
1,0.373333333333333,0.746666666666667,109.462222222222,0.00118107668382299,-0.852867536863729,2.43465653908263,0.00214985862025231
1,0.373333333333333,0.742222222222222,103.204444444444,0.00137512278811361,0.170111995646803,1.53715450941526,0.00214985862025231
1,0.275555555555556,0.551111111111111,99.7644444444444,0.00135697635941936,0.561108712917788,1.79080588396317,0.00184699662708375
1,0.293333333333333,0.586666666666667,100.546666666667,0.00154305031122116,0.641209265286815,2.01420301808512,0.00190564599016795
1,0.244444444444444,0.488888888888889,102.413333333333,0.00160913236356133,0.299049562444935,1.64240843628167,0.00173960882572376
1,0.32,0.64,104.56,0.00167069844217477,-0.174179366086363,1.68612853921244,0.00199038232229887
1,0.373333333333333,0.746666666666667,108.693333333333,0.00120633584373603,-0.635613316399158,2.58925139099832,0.00214985862025231
1,0.337777777777778,0.671111111111111,111.164444444444,0.0013929404572219,-0.764918539996337,2.70199109677358,0.00204492344314018
1,0.364444444444445,0.724444444444445,112.537777777778,0.00157498293919629,-0.756402573743814,2.59672213329775,0.00212411088161163
1,0.426666666666667,0.848888888888889,125.506666666667,0.00288102204339902,0.186508570542462,2.868600970611,0.00229829553913905
1,0.444444444444445,0.884444444444445,133.124444444444,0.00148991077944756,0.762590832299734,2.66745333306988,0.0023456880620856
1,0.546666666666667,1.09333333333333,130.533333333333,0.0022295952405516,0.224060928230839,2.37420996623395,0.00260149390852091
1,0.604444444444444,1.20444444444444,130.782222222222,0.00225248216544203,0.137415258946207,2.38851658704234,0.0027355188500668
1,0.506666666666667,1.01333333333333,120.791111111111,0.00117825173569319,0.14039065892203,2.06011598972863,0.00250450949937436
1,0.475555555555556,0.946666666666667,123.306666666667,0.00182456893290691,0.3376632971072,1.94193457568821,0.00242639859844454
1,0.364444444444445,0.724444444444445,127.515555555556,0.00146392914321523,0.0345044320961035,1.95789623052612,0.00212411088161163
1,0.284444444444444,0.564444444444444,125.342222222222,0.00164201825677943,0.33943579065462,1.75689255700721,0.00187655044966848
1,0.231111111111111,0.457777777777778,127.311111111111,0.00125948011356038,0.465655758148181,1.91421761419379,0.00169149971681868
1,0.226666666666667,0.351111111111112,120.808888888889,0.000588410269342901,0.181628707426678,3.86465558560578,0.00167515634110717
1,0.324444444444444,0.364444444444445,102.053333333333,0.00599234361566766,-1.21525103911003,2.77690119260222,0.0020041567587806
1,0.315555555555556,0.346666666666667,86.1244444444445,0.00906129218871198,-0.0670100494900314,1.12501466524295,0.00197651189322851
1,0.355555555555556,0.426666666666668,65.2844444444444,0.00818113399895305,0.93064310789323,2.18602894882953,0.00209804718433326
1,0.306666666666667,0.44,46.6488888888889,0.000835312845084845,1.86723814198182,7.91119030016345,0.00194847484314823
1,0.195555555555556,0.386666666666667,43.0311111111111,0.000258055030166864,0.0929574416412789,2.18580768753374,0.00155595343543076
1,0.28,0.56,46.1422222222222,0.000892721513425114,1.04935988553007,3.11565207595126,0.00186183217968346
1,0.28,0.56,48.96,0.000685382578493071,1.01221205324233,3.12097659363454,0.00186183217968346
1,0.271111111111111,0.542222222222222,49.0133333333333,0.000694362254547956,0.963283945440802,3.02911418353468,0.00183204094266822
3,0.271111111111111,0.542222222222222,36.9822222222222,0.000443279648161522,-0.293301151566021,1.87969321586181,0.00183204094266821
3,0.244444444444444,0.488888888888889,38.9333333333333,0.000519742769696344,-0.608425362471643,1.98255243966967,0.00173960882572376
3,0.195555555555556,0.391111111111111,39.4977777777778,0.000388983420643381,-0.657578941518981,2.53280074992032,0.00155595343543076
3,0.173333333333333,0.342222222222222,36.4088888888889,0.000399380385234094,0.126168484665377,1.98714760831684,0.00146488172525916
3,0.124444444444444,0.244444444444444,37.9422222222222,0.000305459227926988,0.337536826775359,2.03632653878564,0.00124122145312231
3,0.253333333333333,0.506666666666667,46.1511111111111,0.00332530218447066,1.54633546513523,4.2443735041304,0.00177095565055374
3,0.377777777777778,0.520000000000001,63.3644444444445,0.00788837014875186,0.436705099058694,1.66436565145517,0.00216261753713394
3,0.533333333333333,0.50666666666667,101.613333333333,0.0231316881598404,0.522924746343152,2.04202977462145,0.00256957252894972
3,0.493333333333333,0.42666666666667,140.106666666667,0.0202995921455346,-0.150779719337089,1.3780063542789,0.0024713357234334
3,0.44,0.320000000000003,165.671111111111,0.0103235070745975,-0.999661427066022,2.28058494652552,0.00233393015314614
3,0.4,0.484444444444446,191.88,0.00203368616527391,0.00087413127427753,4.37792558157368,0.00222531508693708
3,0.284444444444444,0.568888888888889,201.897777777778,0.00259698232019288,0.216156808177725,1.6910156679633,0.00187655044966848
3,0.324444444444445,0.644444444444445,203.595555555556,0.00248718303777831,-0.0269918293921079,1.78827322552429,0.0020041567587806
3,0.288888888888889,0.577777777777778,205.044444444444,0.00199151812495463,0.195315660627054,1.69068807792742,0.0018911541753641
3,0.28,0.555555555555556,201.662222222222,0.00169213277240926,0.586364947620647,2.18913051365471,0.00186183217968346
3,0.293333333333333,0.586666666666667,188.257777777778,0.00130473017947278,-0.509555046270232,2.45721040246668,0.00190564599016795
3,0.262222222222222,0.52,177.84,0.00188099453213659,0.0535073483648891,1.6634641874916,0.0018017571883915
3,0.231111111111111,0.462222222222222,172.6,0.00185884659032291,0.871306169769771,2.30848907709171,0.00169149971681868
3,0.288888888888889,0.577777777777778,159.995555555556,0.00120526825391367,-1.01627766407844,4.03542333474277,0.0018911541753641
3,0.302222222222222,0.604444444444444,155.977777777778,0.000941981804356715,-1.14647840073027,3.65904830902589,0.00193430392894586
3,0.368888888888889,0.724444444444445,152.604444444444,0.00119248239470255,-0.404524102391147,2.06733598911847,0.00213702352870225
3,0.511111111111111,0.977777777777778,153.733333333333,0.00179051549227965,0.303715925028868,2.38125750344494,0.00251547020600573
3,0.448888888888889,0.844444444444445,155.315555555556,0.00142365953284348,0.503594145351658,2.57290190916058,0.00235738732699084
3,0.417777777777778,0.791111111111112,148.266666666667,0.00263370817428385,0.357996217073227,2.17329699165795,0.00227422895407086
3,0.395555555555556,0.751111111111111,146.057777777778,0.00278202307125035,0.616348039078805,2.20764764398701,0.0022129176919406
3,0.244444444444445,0.488888888888889,135.982222222222,0.00112058629557031,1.22973747390528,3.88955871720908,0.00173960882572376
3,0.164444444444445,0.328888888888889,128.022222222222,0.000314669998586227,0.230617922908159,2.16259042377425,0.00142682634518221
3,0.142222222222222,0.28,125.871111111111,0.000471524544249191,0.255247602211166,1.93948108742897,0.00132692154819925
3,0.12,0.24,124.173333333333,0.000270478352075381,-0.0440039698779841,1.91395912731829,0.00121885527067201
3,0.12,0.24,126.804444444444,0.000629677621498524,0.334280496085071,1.72606843605226,0.00121885527067201
3,0.195555555555556,0.391111111111111,134.484444444444,0.00146106797192323,0.387966706892106,2.51738034844828,0.00155595343543076
3,0.28,0.56,137.671111111111,0.00119460993232994,0.310206232779029,2.6448245404189,0.00186183217968346
3,0.284444444444444,0.568888888888889,134.457777777778,0.00185648918081395,0.146378157611605,1.9560736051661,0.00187655044966848
